classification_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
bib-97,,1627,Naples,LATIN,Giovanni Camillo Glorioso,Lazarus Scorigio,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-98,,1639,Naples,LATIN,Giovanni Camillo Glorioso,Secundinus Roncaliolus,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-99,,1697,Nuremberg,GERMAN,Johann Sebastian Gruber,Christoph Riegel,,,,,,Architecture | Construction | Military Engineering | Practical Geometry | Surveying | Theoretical Mathematics,,,6,0,0,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,primary,primary,primary,unrelated
s.l_1650,,1650,,LATIN,,,8,,,"Extracted presumably from Rome 1629/Graz 1636. The only copy known to us, at the Sächsische LandesbibliothekStaats- und Universitätsbibliothek Dresden, lacks a title page; we transcribe as its title the heading at the beginning of the main text. The library gives its date as ‘circa 1650’; we have not found any further relevant evidence.",,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
ustc-10,"La Géométrie réduite en une facile et briefve practique par deux excellens instrumens, dont l'un est le pantomètre ou compas de proportion de Michel Connette l'autre est l'usage du compas à huict pointes inventé par Fabrice Mordente et composé en",1626,Paris,FRENCH,Michel Connette,,,,6019018,,,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
ustc-11,"Géométrie, ou Mesure des lignes droites esloignées, par le quarré géométrique enrichie de plusieurs figures, nouvellement mise en lumière par le sieur Boulenger,",1624,Paris,FRENCH,Jean Boulenger,,,,6026871,,,Instrument Use | Practical Geometry,,Surveying,2,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated
ustc-12,"Traité de la trigonométrie pour résoudre tous triangles rectilignes et sphériques, avec les démonstrations des deux célèbres propositions du baron de Merchiston non encore démonstrées",1636,Paris,FRENCH,Jacques Hume,,,,6028259,,,Trigonometry,Theoretical Mathematics,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,primary
ustc-13,"Examen du livre des Récréations mathématiques et de ses problèmes en géométrie, méchanique, optique et catoptrique, où sont aussi discutées et restablies plusieurs expériences physiques y proposées, par Claude Mydorge. Dernière édition",1639,Paris,FRENCH,Jean Leurechon,,,,6040268,,,Mechanics,,Theoretical Mathematics,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
ustc-14,"Géométrie et horlogiographie pratique, contenant la description, fabrication et usage des horloges solaires, par Jean Bullant augmenté de la propriété et usage des quadrans de l'invention d'Oronce Finé et de Pierre Appian Le tout exposé facile",1608,Paris,FRENCH,Jean Bullant,,,,6018486,,,Gnomonics & Horology | Instrument Construction | Instrument Use | Practical Geometry,,,4,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
ustc-15,"La Géométrie pratique des lignes, des superficies et des corps",1630,Paris,FRENCH,Jean Boulenger,,,,6019393,,,Practical Geometry | Surveying,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
ustc-16,"La Fabrique et l'usage du radiomètre, instrument géométrique et astronomique",1604,Paris,FRENCH,Pierre Le Comte,,,,6014623,,True,Astronomy | Instrument Construction | Instrument Use | Navigation,Practical Geometry,,4,1,0,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated,primary,unrelated,secondary,unrelated,unrelated,unrelated
ustc-17,Nouvelle Arithmétique pour les finances,1647,Paris,FRENCH,,,,,6038799,,,Arithmetic | Commercial Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-18,Mémoires mathématiques recueillis et dressez en faveur de la noblesse françoise,1613,Paris,FRENCH,Denis Henrion,,,1,6010564,,,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,Instrument Use,,5,1,0,unrelated,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary
ustc-19,"L'algèbre, Effections géométriques, et partie de l'Exégétique nombreuse. Traduites de latin en françois, où est adjouté des notes et commentaires, et quantité de problèmes zététiques",1644,Paris,FRENCH,François Viète,,,,6036900,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
ustc-2,"L'Arithmétique, recueillie et traduite d'italien en françois, avec toutes les démonstrations mathématiques, et plusieurs inventions",1613,Paris,FRENCH,Adrien Périer,,,,6010179,,,Arithmetic,Theoretical Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
ustc-20,"Le cours de mathématiques représenté par figures, & cartes, & clairement expliqué dans toutes ses parties, avec quantité de connaissances & pratiques nouvelles. Le tout en faveur de ceux qui veulent apprendre les mathématiques en peu de temps. Première pa",1641,Paris,FRENCH,,,,,6029597,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-21,L'Usage de la reigle de proportion en l'arithmétique et géométrie,1624,Paris,FRENCH,Luis Ballester,,,,6020345,,,Arithmetic | Theoretical Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
ustc-23,"Logocanon, ou Règle proportionnelle sur laquelle sont appliquées plusieurs lignes et figures... en faveur de ceux qui se délectent en la practique des divines mathématiques, par D. Henrion",1626,Paris,FRENCH,Denis Henrion,,,,6018893,,,Practical Geometry,,Theoretical Mathematics,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unknown,unrelated
ustc-24,"Questions inouyes, ou Récréation des sçavans, qui contiennent beaucoup de choses concernantes la théologie, la philosophie et les mathématiques",1634,Paris,FRENCH,Marin Mersenne,,,,6033586,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-25,"Traicté de l'algèbre, avec toutes les démonstrations géométriques requises",1635,Paris,FRENCH,Jacques Hume,,,,6028235,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
ustc-26,Mémoires mathématiques recueillis et dressez en faveur de la noblesse françoise. Premier [-second] volume,1627,Paris,FRENCH,Denis Henrion,,,,6031841,,,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,,,6,0,0,unrelated,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary
ustc-27,"Arithmétique mémorialle par le moyen de laquelle on peut résoudre en son esprit toutes reigles qui concernent le négoce et trafic, sans user d'aucuns chiffres ny gettons",1632,Paris,FRENCH,,,,,6032117,,,Arithmetic | Commercial Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-28,,1631,Rouen,FRENCH,Jacques Chauvet,,,,,,,Arithmetic,Practical Geometry,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
ustc-29,La geometrie et practique generalle d'icelle. Au tres-chrestien roy de France et de Navarre,1602,Paris,FRENCH,Jean Errard,,,,6017214,,True,Practical Geometry,Instrument Use,Architecture,1,1,1,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
ustc-3,Traicté des triangles sphériques,1617,Paris,FRENCH,Denis Henrion,,,,6011987,,,Theoretical Mathematics | Trigonometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary
ustc-31,"L'Arithmétique, recueillie et traduite d'italien en françois, avec toutes les démonstrations mathématiques, et plusieurs inventions",1613,Paris,FRENCH,Niccolò Tartaglia,,,,6010179,,,Arithmetic,Theoretical Mathematics,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated
ustc-32,,1578,Paris,FRENCH,Niccolò Tartaglia,,,,,,True,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-33,"Traicte des globes et de leur usage. Traduict du latin de Robert Hues. Et augmenté de plusieurs nottes & operations du compas de proportion. Par D. Henrion, mathematicien",1618,Paris,FRENCH,Denis Henrion,,,,6017044,,,Instrument Use,Practical Geometry,Astronomy | Navigation | Theoretical Mathematics,1,1,3,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unknown,unrelated,secondary,unrelated,unknown,unrelated
ustc-34,"La Géométrie pratique, ou Nouvelle méthode de toiser et arpenter toutes sortes de grandeurs",1634,Paris,FRENCH,Jean Boulenger,,,,6035078,,,Practical Geometry | Surveying,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
ustc-35,,1640,Paris,FRENCH,Jean Boulenger,,,,,,,Practical Geometry | Surveying,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
ustc-36,,1622,Rouen,FRENCH,Jacques Chauvet,,,,,,,Arithmetic,Practical Geometry,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
ustc-38,,1626,Paris,FRENCH,Edmund Wingate,,,,,,,Arithmetic,Practical Geometry,,1,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
ustc-39,"La géométrie, et pratique générale d'icelle, reveue et corrigée",1621,Paris,FRENCH,Jean Errard,,,,6032076,,,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
ustc-4,"Livre d'arithmétique et géométrie, avec l'art d'arpenter et mesurer toutes superficies de terre. Nouvellement mis en lumière par le sieur Zacarie, Revu, corrigé et augmenté de nouveau. Ensemble un traicté de la boussole",1625,Paris,FRENCH,,,,,6032559,,,Arithmetic | Practical Geometry | Surveying,Instrument Use,,3,1,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
ustc-40,"Récréation mathématique, composée de plusieurs problèmes plaisans et facétieux en faict d'arithmetique, geometrie, mechanique, optique & autres parties de ces belles sciences. Quatriesme edition, augmentée de plusieurs beaux problemes, & de quelques notte",1627,Paris,FRENCH,Jean Leurechon,,,,6023406,,,Arithmetic | Mechanics,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-41,Examen du livre des récréations mathématiques et de ses problèmes en géométrie méchanique optique & catoptrique où sont aussi discutées et restablies plusieurs expériences physiques y proposées par Claude Mydorge,1630,Paris,FRENCH,Jean Leurechon,,,,6032540,,True,Mechanics,,Practical Geometry | Theoretical Mathematics,1,0,2,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unknown,unrelated
ustc-42,,1660,Paris,FRENCH,Jean Leurechon,,,,,,,Arithmetic | Cosmography | Mechanics,,,3,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-44,,1555,Paris,FRENCH,Charles de Bovelles,,,,,,,Practical Geometry,,Instrument Use,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
ustc-45,"Questions théologiques, physiques, morales et mathématiques composées par L. P. M.",1634,Paris,FRENCH,Marin Mersenne,,,,6028340,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-46,"La vraye et parfaicte instruction, de la nouvelle arithmetique aux jettons, appellée le grand ject. Divisez en trois livres",1638,Paris,FRENCH,Jean de Poix,,,,6040009,,,Arithmetic | Commercial Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ustc-47,"Introduction en l'art analytic, ou Nouvelle algèbre de François Viète. Oeuvre dans lequel sont veus les plus miraculeux effects des sciences mathématiques, pour l'invention et solution tant des problèmes que théorèmes proposez en icelles. Traduit en nostr",1630,Paris,FRENCH,François Viète,,,,6032521,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
ustc-48,,1630,Paris,FRENCH,François Viète,,,,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
ustc-49,,1630,Paris,FRENCH,François Viète,,,,,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
ustc-5,"Les Questions theologiques, physiques, morales, et mathématiques, où chacun trouuera du contentement, ou de l'exercice",1634,Paris,FRENCH,Marin Mersenne,,,,6003678,,,,,Architecture | Arithmetic | Astronomy | Cartography | Commercial Mathematics | Construction | Cosmography | Geography | Gnomonics & Horology | Instrument Construction | Instrument Use | Mechanics | Military Engineering | Music Theory | Navigation | Perspective | Practical Geometry | Surveying | Theoretical Mathematics | Trigonometry,0,0,20,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
ustc-50,Traicté des logarithmes,1626,Paris,FRENCH,Denis Henrion,,,,6011994,,,Arithmetic | Theoretical Mathematics,,,2,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
