review_sample,sample_order,priority,queue_type,edition_id,category,current_value,suggested_review_focus,queue_reason,year,city,language,short_title,title_or_short_title,elements_books,additional_content,wardhaugh_classification,related_categories,unknown_categories,classification_profile,review_decision,corrected_value,apply_to_reprints,review_notes
no,,3,unknown,bib-206,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1677,"Frankfurt, Leipzig",GERMAN,"Der Verschantzte Turenne Oder Gründliche Alt- und Neue Kriegs-Bau-Kunst: Worinnen aus den benöthigten Fundamenten Einer vortheilhafften, ungemeinen und meist Geometrischen Arithmetic, und Gründlichen vollständigen Geometrie, mit einem gantz neu-erfundenen so bequemen und universalen Instrument, daß man zu allerley Geometrischen und Astronomischen Praxibus noch nie dergleichen gehabt, Uber die Niederländische oder Freytagische Fortification Noch Sechs gantz Andere Neu- und mehr verstärckte Befestigungs-Arten der besten Ingenieurs jetziger Zeit deutlich für Incipienten und gründlich für Practicanten anweiset, Johann Heinrich Behr, P.","Der Verschanzte Turenne
Oder
Gründliche Alte und Neue
Kriegs = Bau = Kunst /

Absehenen aus den berühmbtesten Fundamenten
Einer vortheilhafften, angenehmen und meist Geometrischen Arithmetick, und
Gründlichen vollständigen Geometrie, mit einem ganz neuen funden, so bequemen und
universalen Instrument, daß man zu allerley Geometrischen und Mechanischen Praxibus
noch nie dergleichen gesehen.

Über die Niederländische oder Fünfeckige Fortification,
Noch Sechs ganz Andere Neu- und mehr verstärkte Be",,,,Arithmetic; Military Engineering; Construction; Astronomy; Mechanics,Practical Geometry; Instrument Use; Theoretical Mathematics; Trigonometry,Arithmetic=secondary; Military Engineering=primary; Construction=primary; Practical Geometry=unknown; Astronomy=secondary; Instrument Use=unknown; Mechanics=secondary; Theoretical Mathematics=unknown; Trigonometry=unknown,,,,
no,,3,unknown,bib-197,Trigonometry,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1702,London,ENGLISH,,"AN
INTRODUCTION
TO
ASTRONOMY,
Geography,
NAVIGATION,
And other
MATHEMATICAL SCIENCES
Made easie by the Description and Uses of
the Coelestial and Terrestrial GLOBES.

In Seven Parts.

CONTAINING

I. The Definitions of the Lines, Circles, &c. upon the Globe
or Sphere; and of several Terms of Art.

II. The Problems in Astronomy Methodically digested, with
Variety of Examples.

III. The several Affections of Triangles, and their Solution
upon the Globe; with the Variety of Problems which
every Case",,,,Practical Geometry; Cartography; Gnomonics & Horology; Astronomy; Geography; Instrument Use; Navigation,Cosmography; Trigonometry,Practical Geometry=secondary; Cartography=primary; Gnomonics & Horology=primary; Astronomy=primary; Cosmography=unknown; Geography=primary; Instrument Use=primary; Navigation=primary; Trigonometry=unknown,,,,
no,,4,unknown,bib-50,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1570,Basel,LATIN,,"DE
HOLOMETRI
FABRICA ET
VSU INSTRV
MENTO GEO
METRICO

Olim ab Abele Fullonio apud Henricum I I. Galliæ regem inuento:
nunc verò Io. Nicol. Stupani Philosophi & Medici opera, sermone la
tino ita explicato, vt ad omnis generis dimensiones inue
stigandas, & regiones describendas utilissi
mum simul & facillimum
esse queat.

Accessit Federici Delphini, clariss. olim apud Patavinos Mathe
matici, secundus disputatio de Aestu Maris, & mo
tu octauæ sphaeræ.

AD
Generosum & Magnificum D. D. Ioannem Oſ
mol",,,,Practical Geometry; Astronomy; Geography; Instrument Construction; Instrument Use,Surveying,Practical Geometry=secondary; Surveying=unknown; Astronomy=secondary; Geography=secondary; Instrument Construction=primary; Instrument Use=primary,,,,
no,,4,unknown,bib-116,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1630,Florence,ITALIAN,"Pratica universale facilissima, et breve di misurare con la vista. Parte prima [-2.]","PRATICA
VNIVERSALE
facilissima, et breve
di misurare con la vista.
PARTE PRIMA.

doue si insegna il modo di
misurare qual si voglia lunghezza,
larghezza, altezza, ò profondità
separatamente, et unitamente
per strauagante, et lontana
che sia, in una sola operatione:
cioè, non si partendo dal luogo.

DI
GIUSEPPE MALOMBRA
NOBILE CREMONESE",,,,Practical Geometry,Surveying; Trigonometry,Practical Geometry=primary; Surveying=unknown; Trigonometry=unknown,,,,
no,,4,unknown,bib-51,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1643,Paris,FRENCH,,"HYDROGRAPHIE
CONTENANT
LA THEORIE ET LA
PRACTIQVE DE TOVTES LES
PARTIES DE LA NAVIGATION.

Composé par le Pere GEORGES FOVRNIER de la
Compagnie de IESVS, Mathematicien.",,,,Cartography; Instrument Use; Navigation,Practical Geometry; Surveying; Astronomy; Geography; Instrument Construction; Trigonometry,Practical Geometry=unknown; Surveying=unknown; Cartography=secondary; Astronomy=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=secondary; Navigation=primary; Trigonometry=unknown,,,,
no,,4,unknown,bib-112,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1669,Paris,FRENCH,,"PRATIQVE
DE LA
GEOMETRIE,
SVR LE PAPIER
ET SVR LE TERRAIN.

AVEC VN NOVVEL ORDRE
& une Methode particuliere.",,,,Practical Geometry,Surveying,Practical Geometry=primary; Surveying=unknown,,,,
no,,4,unknown,bib-96,Surveying,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1675,Caen,LATIN,,"P. PETRI
GALTRUCHII,
AURELIANENSIS,
SOCIET. JESU
INSTITUTIO
MATHEMATICÆ.
TOMUS SECUNDUS.
COSMOGRAPHIA.

Complectens Astronomiam, Chronologiam
Mathematicam, Gnomonicam, Tracta-
tum de Globo Terrestri, Geographiam
& Hydrographiam.

Ad usum Studiosæ Juventutis.

Editio tertia emendatior & auctior.",,,,Gnomonics & Horology; Astronomy; Cosmography; Geography,Practical Geometry; Surveying; Navigation; Trigonometry,Practical Geometry=unknown; Surveying=unknown; Gnomonics & Horology=primary; Astronomy=primary; Cosmography=primary; Geography=primary; Navigation=unknown; Trigonometry=unknown,,,,
no,,5,unknown,ustc-2,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1613,Paris,FRENCH,"L'Arithmétique, recueillie et traduite d'italien en françois, avec toutes les démonstrations mathématiques, et plusieurs inventions","L'ARITHMETIQVE
DE NICOLAS
TARTAGLIA BRESCIAN,
GRAND MATHEMATICIEN,
& PRINCE DES PRATICIENS.
Divisée en deux parties.
La declaration se verra en la page suyvante.
Recueillie & traduite d'Italien en François, par
GVILLAVME GOSSELIN de Caen.
Avec toutes les demonstrations Mathematiques: & plusieurs inventions dudit GOSSELIN: & par ses
chacune en son lieu.
PREMIERE PARTIE.",,,,Arithmetic; Theoretical Mathematics,Commercial Mathematics,Arithmetic=primary; Commercial Mathematics=unknown; Theoretical Mathematics=primary,,,,
no,,5,unknown,bib-85,Commercial Mathematics,unknown,"primary/secondary only for accounting, trade, arithmetic for commerce, exchange, bookkeeping",model returned unknown,1685,Bologna,ITALIAN,,"FABRICA ET USO
Del Compasso di Proportione,

Dove insegna à gli ARTEFICI il modo di fare in esso
le necessarie diuisioni,

E con varij Problemi vsuali mostra l’vtilità
di questo Stromento,

PAOLO CASATI
DELLA COMPAGNIA DI GIESU,

Dando le ragioni, & apportando le dimostrazioni di tutte le
operationi nella Fabrica, e nell’Vso.

OPERA UTILE
Non solo à Geometri, Agrimensori, Architetti ciuili, e militari, Pittori, Scultori,
& à tutti quelli, che vsano del Disegno, mà anche à Bombardieri,
Sergenti d",,,,Arithmetic; Practical Geometry; Surveying; Architecture; Instrument Construction; Instrument Use,Commercial Mathematics,Arithmetic=primary; Commercial Mathematics=unknown; Practical Geometry=primary; Surveying=secondary; Architecture=secondary; Instrument Construction=primary; Instrument Use=primary,,,,
no,,6,unknown,bib-183,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1614,Franeker,DUTCH,"Institutiones astronomicæ & geographicæ, Fondamentale ende grondelijcke onderwysinge van de sterrekonst, ende beschryvinghe der aerden","Institutiones Astronomicae & Geographicae,
Fondamentale ende grondelijcke onderwysinge van de Sterre-
konst, ende beschryvinghe der Aerde, door
het gebruyck van de Hemelsche ende
Aerdsche Globen.

Item hoemen op alderley vlacke superfitien, de principael
Circulen des Hemels beschryven ende verscheyden
Sonnevers bereyden sal.

Mitsgaders een korte ende klare onderrechtinghe van de
noodighe konst der Zeevaert: Inhoudende nieu inventie
practijcque instrumenten, sonwijse practijken  ",,,,Practical Geometry; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Use; Navigation,Instrument Construction,Practical Geometry=secondary; Gnomonics & Horology=primary; Astronomy=primary; Cosmography=primary; Geography=primary; Instrument Construction=unknown; Instrument Use=secondary; Navigation=secondary,,,,
no,,6,unknown,bib-51,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1643,Paris,FRENCH,,"HYDROGRAPHIE
CONTENANT
LA THEORIE ET LA
PRACTIQVE DE TOVTES LES
PARTIES DE LA NAVIGATION.

Composé par le Pere GEORGES FOVRNIER de la
Compagnie de IESVS, Mathematicien.",,,,Cartography; Instrument Use; Navigation,Practical Geometry; Surveying; Astronomy; Geography; Instrument Construction; Trigonometry,Practical Geometry=unknown; Surveying=unknown; Cartography=secondary; Astronomy=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=secondary; Navigation=primary; Trigonometry=unknown,,,,
no,,6,unknown,bib-250,Instrument Construction,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1694,Paris,FRENCH,,"RECREATIONS
MATHEMATIQUES
ET
PHYSIQUES,

QUI CONTIENNENT

Plusieurs Problêmes d’Arithmetique, de Geome-
trie, d’Optique, de Gnomonique, de Cosmo-
graphie, de Mecanique, de Pyrotechnié, & de
Physique. Avec un Traité nouveau des Hor-
loges Elementaires.

Par Mr OZANAM, Professeur des Mathematiques.

TOME PREMIER.",,,,Arithmetic; Gnomonics & Horology; Cosmography; Mechanics,Practical Geometry; Instrument Construction; Instrument Use,Arithmetic=primary; Practical Geometry=unknown; Gnomonics & Horology=primary; Cosmography=primary; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=primary,,,,
no,,7,unknown,ustc-56,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1618,Paris,FRENCH,"Traicté d'arithmétique, géométrie, avec l'art d'arpanter et mesurer toutes superficie [""sic""] de terre Nouvellement mis en lumière par le sieur Zacarie,","TRAICTE
D'ARITHMETIQVE,
GEOMETRIE.
AVEC L'ART D'ARPAN.
ter & mesurer toutes superfis-
cie de terre.
Necessaire à toutes personnes curieuses.
Nouvellement mis en lumiere par le sieur LACAS
RIE Professeur es Mathematiques.",,,,Arithmetic; Practical Geometry; Surveying,Instrument Use; Theoretical Mathematics,Arithmetic=primary; Practical Geometry=primary; Surveying=primary; Instrument Use=unknown; Theoretical Mathematics=unknown,,,,
no,,7,unknown,bib-250,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1694,Paris,FRENCH,,"RECREATIONS
MATHEMATIQUES
ET
PHYSIQUES,

QUI CONTIENNENT

Plusieurs Problêmes d’Arithmetique, de Geome-
trie, d’Optique, de Gnomonique, de Cosmo-
graphie, de Mecanique, de Pyrotechnié, & de
Physique. Avec un Traité nouveau des Hor-
loges Elementaires.

Par Mr OZANAM, Professeur des Mathematiques.

TOME PREMIER.",,,,Arithmetic; Gnomonics & Horology; Cosmography; Mechanics,Practical Geometry; Instrument Construction; Instrument Use,Arithmetic=primary; Practical Geometry=unknown; Gnomonics & Horology=primary; Cosmography=primary; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=primary,,,,
no,,7,unknown,bib-193,Instrument Use,unknown,separate using instruments from constructing/describing instruments,model returned unknown,1700,London,ENGLISH,,"ARITHMETICK,
VULGAR,
DECIMAL,
INSTRUMENTAL,
ALGEBRAICAL.
John Barnardiston

In Four Parts.

By WILLIAM LEYBOURN.

The Seventh Edition.

Carefully Corrected; and very much Enlarged by the AUTHOR.
An Account whereof is given in the Preface
to the READER.",,,,Arithmetic,Instrument Use,Arithmetic=primary; Instrument Use=unknown,,,,
no,,8,unknown,bib-96,Navigation,unknown,check whether this is explicit topic coverage or just mathematical apparatus,model returned unknown,1675,Caen,LATIN,,"P. PETRI
GALTRUCHII,
AURELIANENSIS,
SOCIET. JESU
INSTITUTIO
MATHEMATICÆ.
TOMUS SECUNDUS.
COSMOGRAPHIA.

Complectens Astronomiam, Chronologiam
Mathematicam, Gnomonicam, Tracta-
tum de Globo Terrestri, Geographiam
& Hydrographiam.

Ad usum Studiosæ Juventutis.

Editio tertia emendatior & auctior.",,,,Gnomonics & Horology; Astronomy; Cosmography; Geography,Practical Geometry; Surveying; Navigation; Trigonometry,Practical Geometry=unknown; Surveying=unknown; Gnomonics & Horology=primary; Astronomy=primary; Cosmography=primary; Geography=primary; Navigation=unknown; Trigonometry=unknown,,,,
no,,9,unknown,bib-73,Arithmetic,unknown,,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
no,,9,unknown,Strasbourg_1572,Astronomy,unknown,,model returned unknown,1572,Strasbourg,LATIN,,"SPHAERICAE DOCTRINÆ PROPOSITIONES GRÆCÆ ET
LATInæ: nunc primùm per M. Cunradum Dasypodium in lucem editæ. quorum authores sequens indicat pagina.",,Phaenomena (enunciations),,Theoretical Mathematics,Astronomy; Trigonometry,Astronomy=unknown; Theoretical Mathematics=primary; Trigonometry=unknown,,,,
no,,9,unknown,bib-73,Astronomy,unknown,,model returned unknown,1623,Herborn,LATIN,,"METHODUS
ADMIRAN-
DORUM MATHE-
MATICORUM

Novem libris exhibens univer-
sam Mathesin

Authore
JOHAN-HENRICO ALSTEDIO.

Secunda editio passim castigata, &
ornatius elaborata.",,,,,Arithmetic; Commercial Mathematics; Military Engineering; Construction; Practical Geometry; Surveying; Perspective; Cartography; Architecture; Gnomonics & Horology; Astronomy; Cosmography; Geography; Instrument Construction; Instrument Use; Mechanics; Theoretical Mathematics; Navigation; Music Theory; Trigonometry,Arithmetic=unknown; Commercial Mathematics=unknown; Military Engineering=unknown; Construction=unknown; Practical Geometry=unknown; Surveying=unknown; Perspective=unknown; Cartography=unknown; Architecture=unknown; Gnomonics & Horology=unknown; Astronomy=unknown; Cosmography=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=unknown; Mechanics=unknown; Theoretical Mathematics=unknown; Navigation=unknown; Music Theory=unknown; Trigonometry=unknown,,,,
no,,9,unknown,bib-51,Astronomy,unknown,,model returned unknown,1643,Paris,FRENCH,,"HYDROGRAPHIE
CONTENANT
LA THEORIE ET LA
PRACTIQVE DE TOVTES LES
PARTIES DE LA NAVIGATION.

Composé par le Pere GEORGES FOVRNIER de la
Compagnie de IESVS, Mathematicien.",,,,Cartography; Instrument Use; Navigation,Practical Geometry; Surveying; Astronomy; Geography; Instrument Construction; Trigonometry,Practical Geometry=unknown; Surveying=unknown; Cartography=secondary; Astronomy=unknown; Geography=unknown; Instrument Construction=unknown; Instrument Use=secondary; Navigation=primary; Trigonometry=unknown,,,,
no,,9,unknown,bib-157,Astronomy,unknown,,model returned unknown,1649,London,ENGLISH,,"The FIRST
LECTURE
of an Introduction to
COSMOGRAPHIE:
BEING
A Description of all the VVORLD.

Read Publiquely at
Sr. Balthazar Gerbiers
ACADEMY.

PSALM. 8. v. 3: 4.
When I consider the Heavens, the work of thy fingers, the Moon
and the Starres which thou hast ordained:
What is man, that thou art mindful of him, and the Son of man
that thou visitest him?

Imprimatur,
Hen: Scobell, Cleric: Parliamenti.",,,,Cosmography; Geography,Astronomy,Astronomy=unknown; Cosmography=primary; Geography=secondary,,,,
no,,9,unknown,bib-79,Astronomy,unknown,,model returned unknown,1665,Padua,ITALIAN,,"MATEMATICHE
DISCIPLINE
Per uso
DELLA ILLVSTRISSIMA
Accademia DELLA di Padoua:
DOVE IN SEI TRATTATI
Brevemente si ristringono
ARITMETICA, GEOMETRIA, TRIGONOMETRIA
pratiche,
FORTIFICAZIONE, SFERA, e GEOGRAFIA:
DI
VALERIANO BONVICINO
Lettore di Filosofia nello Studio di PADOVA,
e delle Matematiche Militari nella sodetta
ACCADEMIA.",,,,Arithmetic; Military Engineering; Geography; Trigonometry,Astronomy; Theoretical Mathematics,Arithmetic=primary; Military Engineering=primary; Astronomy=unknown; Geography=primary; Theoretical Mathematics=unknown; Trigonometry=primary,,,,
no,,9,unknown,bib-126,Astronomy,unknown,,model returned unknown,1667,Rome,ITALIAN,"La geometria prattica di Gio. Pomodoro venetiano cavata da gl'elementi d'Euclide, e d'altri famosi autori, con l'espositione di Gio. Scala matematico. Ridotta in cinquanta tavole, scolpite in rame, dalle quali con facilita si possono apprendere tutte le cose, che al buon geometra appartengono","LA GEOMETRIA
PRATTICA
DI GIO. POMODORO
VENETIANO

Cauata da gl’elementi d’Euclide, e d’altri
famosi Autori,

Con l’espositione di GIO. SCALA Matematico.

Ridotta in cinquanta Tavole, scolpite in Rame,
dalle quali con facilità si possono apprendere
tutte le cose, che al buon Geometra
appartengono.

Opera necessaria à Misuratori, ad Architetti, à Geografi,
à Cosmografi, à Bombardieri, à Ingegneri,
à Soldati, & à Capitani d’Eserciti.

DEDICATA
ALL’EMINENTISS. E REVERENDISS. SIG
IL SIG CARDINALE
IAC",,,,Military Engineering; Practical Geometry; Surveying; Architecture; Geography,Astronomy; Cosmography; Trigonometry,Military Engineering=secondary; Practical Geometry=primary; Surveying=secondary; Architecture=secondary; Astronomy=unknown; Cosmography=unknown; Geography=secondary; Trigonometry=unknown,,,,
